jatin,1740152484.3963284,MouseMove,104.000,158.000
jatin,1740152484.4037473,MouseMove,128.000,150.000
jatin,1740152484.4111316,MouseMove,171.000,140.000
jatin,1740152484.418532,MouseMove,229.000,130.000
jatin,1740152484.425986,MouseMove,294.000,123.000
jatin,1740152484.4333754,MouseMove,368.000,123.000
jatin,1740152484.4408116,MouseMove,438.000,133.000
jatin,1740152484.448329,MouseMove,498.000,148.000
jatin,1740152484.4556777,MouseMove,546.000,163.000
jatin,1740152484.4631274,MouseMove,581.000,180.000
jatin,1740152484.4705875,MouseMove,609.000,196.000
jatin,1740152484.4780157,MouseMove,628.000,209.000
jatin,1740152484.48543,MouseMove,641.000,219.000
jatin,1740152484.4928863,MouseMove,650.000,227.000
jatin,1740152484.5002904,MouseMove,656.000,235.000
jatin,1740152484.5077007,MouseMove,660.000,241.000
jatin,1740152484.5151334,MouseMove,663.000,246.000
jatin,1740152484.5226297,MouseMove,664.000,251.000
jatin,1740152484.5300574,MouseMove,664.000,254.000
jatin,1740152484.5374799,MouseMove,662.000,258.000
jatin,1740152484.5449073,MouseMove,657.000,262.000
jatin,1740152484.5523708,MouseMove,648.000,265.000
jatin,1740152484.5598016,MouseMove,637.000,267.000
jatin,1740152484.5672529,MouseMove,626.000,267.000
jatin,1740152484.5746663,MouseMove,609.000,266.000
jatin,1740152484.58209,MouseMove,590.000,264.000
jatin,1740152484.5895448,MouseMove,569.000,261.000
jatin,1740152484.5968978,MouseMove,547.000,259.000
jatin,1740152484.6043725,MouseMove,525.000,259.000
jatin,1740152484.6118007,MouseMove,506.000,259.000
jatin,1740152484.6192083,MouseMove,492.000,259.000
jatin,1740152484.6266809,MouseMove,482.000,262.000
jatin,1740152484.6341,MouseMove,476.000,263.000
jatin,1740152484.6415472,MouseMove,472.000,265.000
jatin,1740152484.64898,MouseMove,470.000,268.000
jatin,1740152484.6564083,MouseMove,470.000,271.000
jatin,1740152484.663833,MouseMove,473.000,276.000
jatin,1740152484.671274,MouseMove,483.000,280.000
jatin,1740152484.6787617,MouseMove,494.000,283.000
jatin,1740152484.6861372,MouseMove,507.000,284.000
jatin,1740152484.6935852,MouseMove,521.000,284.000
jatin,1740152484.7010272,MouseMove,535.000,283.000
jatin,1740152484.708434,MouseMove,549.000,279.000
jatin,1740152484.715867,MouseMove,563.000,273.000
jatin,1740152484.723361,MouseMove,576.000,267.000
jatin,1740152484.7307875,MouseMove,586.000,257.000
jatin,1740152484.7382233,MouseMove,596.000,245.000
jatin,1740152484.7456286,MouseMove,605.000,226.000
jatin,1740152484.7530751,MouseMove,610.000,205.000
jatin,1740152484.760505,MouseMove,610.000,182.000
jatin,1740152484.7679296,MouseMove,606.000,151.000
jatin,1740152484.7753644,MouseMove,594.000,122.000
jatin,1740152484.783068,MouseMove,580.000,101.000
jatin,1740152484.7902153,MouseMove,561.000,84.000
jatin,1740152484.7976615,MouseMove,535.000,74.000
jatin,1740152484.8052208,MouseMove,510.000,71.000
jatin,1740152484.8125403,MouseMove,490.000,75.000
jatin,1740152484.8199677,MouseMove,477.000,80.000
jatin,1740152484.8274302,MouseMove,468.000,90.000
jatin,1740152484.8348389,MouseMove,465.000,106.000
jatin,1740152484.8425515,MouseMove,469.000,125.000
jatin,1740152484.849685,MouseMove,483.000,147.000
jatin,1740152484.8571112,MouseMove,502.000,169.000
jatin,1740152484.8645446,MouseMove,523.000,190.000
jatin,1740152484.8719869,MouseMove,548.000,208.000
jatin,1740152484.8794408,MouseMove,570.000,220.000
jatin,1740152484.8868358,MouseMove,589.000,228.000
jatin,1740152484.8943045,MouseMove,607.000,232.000
jatin,1740152484.9016998,MouseMove,622.000,232.000
jatin,1740152484.9091258,MouseMove,632.000,230.000
jatin,1740152484.9165745,MouseMove,640.000,224.000
jatin,1740152484.92403,MouseMove,647.000,214.000
jatin,1740152484.93147,MouseMove,647.000,203.000
jatin,1740152484.93885,MouseMove,643.000,188.000
jatin,1740152484.9463172,MouseMove,629.000,172.000
jatin,1740152484.9537551,MouseMove,601.000,151.000
jatin,1740152484.9612117,MouseMove,554.000,133.000
jatin,1740152484.9689353,MouseMove,490.000,114.000
jatin,1740152484.976044,MouseMove,412.000,102.000
jatin,1740152484.9834774,MouseMove,329.000,97.000
jatin,1740152484.990958,MouseMove,245.000,97.000
jatin,1740152484.9984076,MouseMove,166.000,104.000
jatin,1740152485.0058002,MouseMove,99.000,113.000
